Title,Id,PostTypeId,AcceptedAnswerId,ParentId,OwnerUserId,DisplayName,Reputation
,1769,2,,354,35,pjmorse,2669
,1770,2,,1757,876,minimatt,62
,1771,2,,1748,364,posdef,7095
,1772,2,,268,364,posdef,7095
Which criteria does the ref look for when judging whether or not the pitch is suitable for a game?,1773,1,,,364,posdef,7095
,1774,2,,1773,639,Ticky,381
,1775,2,,1757,639,Ticky,381
,1777,2,,1536,882,syngnz,61
,1780,2,,1536,842,pedromarce,211
,1781,2,,1757,385,Dor Cohen,7543
"How can I prevent my longboard from sliding under me, into the road/pavement",1782,1,1788,,889,Vaishak Suresh,143
Most number of extra-time Goals,1784,1,1918,,857,Orangecrush,5088
Career of a cricketer,1785,1,3045,,753,Azik Abdullah,8601
,1786,2,,1784,385,Dor Cohen,7543
,1787,2,,1785,667,Renjith,532
,1788,2,,1782,103,Rory Alsop,2385
,1789,2,,1785,675,Bogdanovist,4250
Bowling tactics for a medium pace bowler in Indoor Cricket?,1790,1,,,675,Bogdanovist,4250
,1791,2,,1722,891,Mark Mayo,253
Timed out in cricket,1792,1,1793,,753,Azik Abdullah,8601
,1793,2,,1792,857,Orangecrush,5088
,1794,2,,398,35,pjmorse,2669
,1795,5,,,528,KeithS,2538
,1796,4,,,385,Dor Cohen,7543
,1797,5,,,385,Dor Cohen,7543
,1798,4,,,385,Dor Cohen,7543
Who benefits from FIA fees and fines?,1799,1,1927,,737,Greg,963
What percentage of football goals originate from corner kicks?,1800,1,,,893,CLC,59
,1801,2,,1800,385,Dor Cohen,7543
Is it possible to shoot from a corner so that the ball directly goes into the goal without being hit by other players?,1802,1,1803,,536,saeedn,627
,1803,2,,1802,857,Orangecrush,5088
,1804,2,,1800,857,Orangecrush,5088
Why are there stickers on helmets of football players in college football,1805,1,1807,,75,chrisjlee,3257
,1807,2,,1805,385,Dor Cohen,7543
Playing for another country,1809,1,1810,,753,Azik Abdullah,8601
,1810,2,,1809,857,Orangecrush,5088
,1811,2,,1802,364,posdef,7095
Team sports in olympics,1813,1,1814,,753,Azik Abdullah,8601
,1814,2,,1813,869,Trudbert,424
,1815,2,,892,902,Steve,41
Can I remold an packed out pair of boot liners?,1816,1,,,903,Eric G,171
,25171,2,,16631,20283,Jamie Winterhalt,19
How many times a tennis player has been double (or triple) bageled in the same year as winning a grand slam?,25173,1,,,3671,alamoot,8213
Why does League Two have more promotion places than the Championship and League One?,25177,1,,,15589,F1Krazy,1320
What happens to American odds when the point spread gets further from zero?,25178,1,,,19804,Flux,121
"How are the payments handled (be it prize money, franchisee cost) for international sportspeople?",25179,1,,,20289,user20289,1
,25180,2,,25178,9578,BowlOfRed,2998
Why are pole vault indoor records better than outdoor's?,25182,1,,,11439,fedorqui,1293
"Does ""full count"" in MLB mean to ""three balls and two strikes""",25185,1,25186,,19995,JJJohn,273
,25186,2,,25185,6126,Philip Kendall,18797
"Is there a term in MLB sounds like ""down lacked command""?",25188,1,25189,,19995,JJJohn,273
,25189,2,,25188,6126,Philip Kendall,18797
What are the tactics that teams and leaders use to beat cyclists from a weak team 'just' following the leader of the strong one?,25190,1,,,11439,fedorqui,1293
"When talking about a batter, what does shutout mean?",25191,1,25197,,19995,JJJohn,273
What does F/10 and F/11 in MLB stats mean?,25193,1,25196,,19995,JJJohn,273
Was the International Wrestling Cartel the first PA professional wrestling organization to reopen after the 2020 COVID-19 shutdown?,25194,1,,,10424,Sean Duggan,145
,25195,2,,2450,20305,Joshua Putnam,1
,25196,2,,25193,6232,Joe,8606
,25197,2,,25191,6232,Joe,8606
"What makes a Safety shot in snooker ""successful""?",25198,1,,,6216,ImClarky,1220
How does an F1 driver become slower with age?,25199,1,,,20307,Shamik,21
,25201,2,,25199,15589,F1Krazy,1320
,25202,2,,25198,6232,Joe,8606
Motor skill: Let speed come naturally?,25204,1,25246,,1712,NiteCyper,137
Why isn't the playing time for women players in sports like soccer shortened in a similar way in which the playing time for women's tennis is?,25206,1,,,15754,user394536,135
"In American soccer, why is it that the womenâ€™s soccer league clubs are not allowed to implement the â€˜Designated Player Ruleâ€™?",25207,1,,,15754,user394536,135
,25208,2,,25206,6126,Philip Kendall,18797
,25209,2,,25207,6126,Philip Kendall,18797
How soon do bookies make betting odds available and why at that time?,25211,1,,,20316,YulePale,121
VAR check after match end?,25213,1,,,16554,Mordecai,131
,25214,2,,25213,9319,Nij,6688
,25215,2,,25152,20320,Ricky Aranda,1
Could an immediate field goal be advantageous in NFL?,25216,1,,,20321,ariel,169
,25217,2,,25216,1723,Ben Miller - Remember Monica,8101
,25218,2,,25216,6126,Philip Kendall,18797
,25219,2,,25216,6232,Joe,8606
,25220,2,,25216,15598,Acccumulation,121
,25222,2,,20981,20331,guest99,1
"Is ""number of runs in a game in the first three innings"" also a piece of stats?",25223,1,25224,,19995,JJJohn,273
,25224,2,,25223,6232,Joe,8606
What Is the maximum - Minimum Size of bat player Can use In cricket?,25225,1,25226,,20313,Arya,111
,25226,2,,25225,6126,Philip Kendall,18797
What is it called when one runs for the second run without touching the crease during the first run?,25227,1,25228,,20179,Severus Snape,173
,25228,2,,25227,6126,Philip Kendall,18797
,25229,2,,25055,20334,Dre Harrison,21
,25230,2,,25213,20334,Dre Harrison,21
How to decide winner in football if match ties in extra time?,25232,1,25233,,20313,Arya,111
,25233,2,,25232,6126,Philip Kendall,18797
What do different fill (background) colors mean in the MLB schedule?,25235,1,25236,,19995,JJJohn,273
,25236,2,,25235,14543,dly,4021
,25237,2,,7151,20340,That one person,35
What fault occurs if a volleyball forearm pass is made without the hands connected?,25242,1,,,20345,Chanelle,1
,25243,2,,25242,6126,Philip Kendall,18797
Has an NHL or NBA champion ever won all playoffs series with the same record?,25245,1,25254,,3671,alamoot,8213
,25246,2,,25204,1712,NiteCyper,137
Does an Eastern forehand grip provide more precision compared to a semi-Western grip?,25247,1,,,20354,Joebevo,101
,25248,2,,25245,6232,Joe,8606
What is the earliest a team can clinch a division?,25249,1,25250,,20340,That one person,35
,25250,2,,25249,6232,Joe,8606
,25254,2,,25245,3671,alamoot,8213
,25256,2,,17600,20364,James Dougherty,11
What happens to FGA when you score on the wrong basket?,25257,1,,,20365,Ish Thomas,101
"In Cricket, does the run-up that bowlers do actually contribute?",25258,1,,,20370,Qiangong2,101
"If a batter is injured, while hitting a home run out of a park, and cannot physically run the bases, can a pinch runner be used?",25259,1,,,20371,CU55,61
,25260,2,,25258,14543,dly,4021
Why do racket-sport games end with an odd number of points?,25261,1,,,20372,Gnubie,151
,25262,2,,25259,6232,Joe,8606
What does 0.1 inning mean in baseball stats?,25263,1,25265,,19995,JJJohn,273
,25265,2,,25263,9578,BowlOfRed,2998
,25267,2,,24609,10189,aitÃ_a,101
,25270,2,,14242,20383,Sam Mulder,41
Why does the infield arc have a radius of 95 feet?,25273,1,,,6211,Apoapsis,366
What happens when the QB throws the ball and it lands behind the line of scrimmage without being caught by either team?,25275,1,,,20401,TCM,1
,25276,2,,25275,6232,Joe,8606
,25278,5,,,11439,fedorqui,1293
,25279,4,,,11439,fedorqui,1293
Does Cricket require a bowler's shoulders be at a certain level? Or just the arm to be straight?,25282,1,,,20370,Qiangong2,101
,25283,2,,25282,20408,IMACODER,7
Who has gotten the most prize money in the entire history of professional soccer?,25284,1,,,20408,IMACODER,7
,25286,2,,25178,6232,Joe,8606
Is this traveling (basketball)?,25287,1,,,13306,dontloo,149
,25288,2,,24104,16892,Emma,111
How are wOBA constants chosen?,15456,1,,,12805,CHEESE,216
Is the receiving team more likely to win a overtime?,15457,1,15460,,12810,Chris,139
,15458,2,,15456,6232,Joe,8606
Is it more common to score on a kickoff return or a punt return?,15459,1,,,1723,Ben Miller - Remember Monica,8101
,15460,2,,15457,6232,Joe,8606
,15464,2,,15459,6232,Joe,8606
"Can players take a ""practise"" free throw before their ""actual"" shot?",15465,1,,,12812,steve,21
,15466,2,,15449,18,jamauss,8239
,15468,2,,15465,12181,Linkan,278
,15469,2,,13662,12814,Myles Garcia,9
What are the widest tires to be used in F1?,15470,1,,,11757,Noir Antares,1937
In which late-stage Grand Slam tennis matches has a single player won 200+ points?,15471,1,,,12817,MrHabeych,31
Has a no-ball call from the on-field umpire ever been overturned?,15472,1,15473,,12361,Forte Zhu,531
,15473,2,,15472,6126,Philip Kendall,18797
,15475,2,,15474,1831,Ale,9000
Are 2016 Patriots the only Super Bowl Champions who never led during the game?,15478,1,,,3671,alamoot,8213
,15479,2,,7190,10836,Colin Koenig,168
,15480,2,,15478,12167,PoloHoleSet,365
,15482,2,,15478,3257,JeopardyTempest,1859
,15483,2,,13966,9502,Chenmunka,374
"What did a ""utility player"" become after Moneyball?",15484,1,15488,,12826,EngrStudent,133
,15488,2,,15484,6126,Philip Kendall,18797
What are the statistics about follow-ons not enforced in tests?,15491,1,,,11197,CodeNewbie,1994
What are the obstruction rules in squash?,15495,1,,,668,ODP,535
Percentage breakdown of categories of doubles in NBA,15496,1,15515,,3671,alamoot,8213
Shooting at the wrong hoop beyond the three point line,15497,1,15499,,12841,Cody Gustafson,173
,15499,2,,15497,11197,CodeNewbie,1994
Why would a captain not enforce the follow-on?,15502,1,15504,,12126,Black Jack 21,143
,15503,2,,15502,12843,user219626,41
,15504,2,,15502,6126,Philip Kendall,18797
Have two players ever played twice on the same tournament in tennis?,15506,1,,,10219,Leonardo,270
,15507,2,,15506,6126,Philip Kendall,18797
,15508,2,,8924,11107,Gem,153
When do football (soccer) fans have time to purchase refreshements and relieve themselves?,15509,1,,,12846,uruiamme,31
,15511,2,,15509,110,Fillet,3554
"What do ""2 of 6"" and ""4 of 6"" mean in the context of this tennis schedule?",15512,1,15513,,12848,akostadinov,195
,15513,2,,15512,11197,CodeNewbie,1994
Opening Day Baseball Location,15514,1,15516,,9567,dgo,562
,15516,2,,15514,11937,GB11,679
,15517,2,,15506,18,jamauss,8239
How to beat 2 singles players playing doubles,15518,1,24366,,7681,live-love,649
Most numbers on back worn by a Player,15521,1,,,12361,Forte Zhu,531
What is the name of this iron cross maneuver?,15522,1,,,12856,user24815,21
USA high school with the most national high school basketball championships?,15523,1,,,12857,Joel Oberman,39
Lowest regular season win-loss percentage to qualify for the NBA Playoffs?,15524,1,15532,,11757,Noir Antares,1937
,15525,2,,12566,12858,David,19
,15526,5,,,6126,Philip Kendall,18797
,15527,4,,,6126,Philip Kendall,18797
,15528,2,,15523,1723,Ben Miller - Remember Monica,8101
,15529,2,,15426,477,gbianchi,2140
Greatest comeback in 2nd leg match,15530,1,15531,,12361,Forte Zhu,531
,15531,2,,15530,11197,CodeNewbie,1994
How to calculate IAAF points?,15533,1,,,12498,DÅ_uris,239
"In football, is the inside of each goal part of the field of play?",15535,1,15626,,11498,Labba,973
,15536,2,,15530,12354,spatel,61
Why do pro golfers fall back slightly after their putt?,15537,1,15927,,12862,TheGuyThatDoesn'tKnowMuch,131
What are the first steps to become a Chair Umpire/Line Judge in Tennis?,15540,1,15542,,10219,Leonardo,270
,15542,2,,15540,3257,JeopardyTempest,1859
What happens if a cricket team has more than 11 fielders?,15544,1,,,12867,Gubal 12,81
,15545,2,,15544,6126,Philip Kendall,18797
,15546,5,,,6126,Philip Kendall,18797
,15547,4,,,6126,Philip Kendall,18797
What is the valuation between different starting positions in auto racing?,15548,1,,,3257,JeopardyTempest,1859
How often do people in the golf tournament crowds get seriously hurt or killed by errant golf shots?,15549,1,,,3257,JeopardyTempest,1859
What Champions League winners had the largest and smallest overall margins during the tournament?,15550,1,15824,,3257,JeopardyTempest,1859
Average volleyball athlete height in NCAA,15551,1,,,12868,Porter,55
,15552,2,,15549,11197,CodeNewbie,1994
,15553,2,,15551,12361,Forte Zhu,531
What is a protected pick?,15556,1,15557,,11457,Francesco,223
,15557,2,,15556,6126,Philip Kendall,18797
Does any competition currently give solid gold medals to winners?,15558,1,15562,,12361,Forte Zhu,531
,15562,2,,15558,1723,Ben Miller - Remember Monica,8101
8-ball: is it a foul if the shooter doesn't touch the call shot ball?,15563,1,15564,,12880,Max,113
,15564,2,,15563,11197,CodeNewbie,1994
Soccer: How to thwart someone who's pushing you on the back when receiving the ball,15565,1,15570,,12881,Rolan,121
Has a play-in team ever won the NCAA Men's Basketball Championship?,15566,1,,,12884,Francesca,25
,15570,2,,15565,110,Fillet,3554
Is the 1925 White Hart Lane match real?,15573,1,15575,,12890,jaafar Nasrallah,163
,15575,2,,15573,11197,CodeNewbie,1994
Is it possible to purchase another teams draft pick?,15576,1,,,12689,Jman,71
,15577,2,,15566,12689,Jman,71
What happens if every city withdraws bids to host the Olympics?,15579,1,15582,,11511,Fabich,183
,17570,2,,17567,6126,Philip Kendall,18797
,17571,2,,14198,13485,Ram Chandra Giri,6269
What is the science behind reverse swing?,17573,1,17582,,10829,Neil Meyer,508
What happens if bowler's steps get tangled?,17574,1,17575,,14280,Gaurang Tandon,595
,17575,2,,17574,9319,Nij,6688
NFL conference top seed hosting divisional round playoff game as an underdog,17578,1,17634,,3671,alamoot,8213
,17581,2,,17573,13229,bala stark,31
,17582,2,,17573,13485,Ram Chandra Giri,6269
,17583,2,,15728,13485,Ram Chandra Giri,6269
,17584,2,,3304,13485,Ram Chandra Giri,6269
Are all the Under-19 players allowed to play only one world cup?,17585,1,17586,,10319,Dawny33,625
,17586,2,,17585,13485,Ram Chandra Giri,6269
,17588,2,,12959,14661,Jack Vogel,1
Which team is mentioned first in the score in NBA games?,17589,1,17590,,10583,Glorfindel,1487
,17590,2,,17589,6126,Philip Kendall,18797
Is this a mistake specifying dimensions in the IFAB laws?,17593,1,17595,,14280,Gaurang Tandon,595
,17594,2,,15177,13485,Ram Chandra Giri,6269
,17595,2,,17593,13485,Ram Chandra Giri,6269
,17596,2,,7131,13485,Ram Chandra Giri,6269
,17597,2,,17562,14667,Bill Abt,1
Is there any guideline the NFL uses to refrain from calling a penalty due to unusual celebrations or mass reactions?,17598,1,,,10543,Patrick Szalapski,249
Scoring by offense on a blocked extra point,17600,1,17601,,14671,got2code,45
,17601,2,,17600,14543,dly,4021
Is the ball considered in play when the goalkeeper puts it on the ground after catching it?,17602,1,,,14673,Gitau,21
,17603,2,,17602,13225,Daarin,133
,17604,2,,17602,6126,Philip Kendall,18797
Slovenia - Germany last goal of the 25-25 tie in EHF Euro 2018,17611,1,17619,,14543,dly,4021
,17612,5,,,-1,Community,1
,17613,4,,,14543,dly,4021
Why isn't there an advantage rule for fouls in basketball (similar to soccer)?,17615,1,17618,,14682,Saravana,133
How important is the opening service in a game of badminton?,17617,1,17621,,14280,Gaurang Tandon,595
,17618,2,,17615,6126,Philip Kendall,18797
,17619,2,,17611,13485,Ram Chandra Giri,6269
Why do these highly ranked senior players never enter a national medal tally?,17620,1,17622,,14280,Gaurang Tandon,595
,17621,2,,17617,1419,phihag,1832
,17622,2,,17620,1419,phihag,1832
What is the record for the most number of runouts in a Test match?,17623,1,17630,,14374,Avinash Shastri,186
,17624,2,,11963,14683,dennis,1
What happens to a half century recorded when a player scores a century?,17625,1,17631,,14280,Gaurang Tandon,595
,17626,2,,17598,1898,kuzzooroo,1510
,17627,2,,15225,14685,Sam,21
When can the ref cancel or abandon a match due to severe weather?,17628,1,17629,,14543,dly,4021
,17629,2,,17628,12499,Joe Zalewski,56
,17630,2,,17623,13485,Ram Chandra Giri,6269
,17631,2,,17625,13485,Ram Chandra Giri,6269
How many horses are allowed to run a single race?,17632,1,,,6389,Ginger,277
,17633,2,,3956,14688,Joseph Lippens,1
,17634,2,,17578,13379,Pawr,1547
What does the superscript used in tennis scores mean?,17636,1,17638,,11943,Austin Conlon,299
,17638,2,,17636,9319,Nij,6688
,17639,2,,17636,61,JW8,6486
,17640,2,,17337,3363,timseal,450
,17641,2,,17455,3363,timseal,450
When has a fan stepped in as the 4th official after a linesman got injured?,17642,1,,,13485,Ram Chandra Giri,6269
,17643,2,,17642,14543,dly,4021
,17644,2,,2317,13485,Ram Chandra Giri,6269
,17645,2,,184,13485,Ram Chandra Giri,6269
"Why might a defenceman not be penalised for interference, if they knock down or push opponents who are in or near the crease?",17646,1,,,14700,skip,31
Last tennis players to win Grand Slam on home soil,17650,1,17673,,3671,alamoot,8213
Is it easier to hold serve in tennis doubles than in singles?,17654,1,,,14709,Richard,151
,17660,2,,17642,7723,Don_Biglia,1186
Could Hawkeye tell us the probability of runs and wickets from a given ball?,17662,1,,,9319,Nij,6688
Is a shuttle touching the floor of the court not a fault?,17664,1,17667,,14280,Gaurang Tandon,595
"In pool, what happens if the last coloured ball and the white are sunk in the same shot?",17665,1,,,14716,Wayne Ravel,41
Is offside called when a defender plays the puck into an attacker from a delayed offside?,17666,1,,,14718,Mark,51
,17667,2,,17664,6126,Philip Kendall,18797
How do clubs/stadiums segregate home fans from away fans,17668,1,17670,,13900,RMad9248,261
,17669,2,,17668,6126,Philip Kendall,18797
,17670,2,,17668,14543,dly,4021
,17672,2,,15269,14724,JABEL,1
,17673,2,,17650,3671,alamoot,8213
"What is the record for combined (Test, ODI & T20) most player of the series award?",17674,1,17678,,13017,J.K.A.,115
How many tournaments is a professional tennis player required to play in a year?,17676,1,,,14722,Srini.n,61
,17677,2,,17642,973,DaveP,141
,17678,2,,17674,13485,Ram Chandra Giri,6269
,17679,2,,10799,973,DaveP,141
,17680,2,,10799,14543,dly,4021
,17681,2,,10799,9502,Chenmunka,374
,17682,2,,15823,13379,Pawr,1547
,17684,2,,17666,9578,BowlOfRed,2998
"What are ""holding numbers"" in cycle races?",17685,1,,,14730,Ruth Stewart,11
,17687,2,,17685,9578,BowlOfRed,2998
Was Lilliard's shot in 2014 Game 6 against the Rockets released in time?,17688,1,,,14732,user7476499,21
,17689,2,,17688,14543,dly,4021
Average length of uninterrupted play in basketball,17691,1,,,1065,martin,287
Players with 400 or more goals for a single team in all competitions (European clubs),13145,1,13877,,10849,Lipata,1087
Players with 300 or more goals in top flight domestic league (European clubs),13146,1,13737,,10849,Lipata,1087
Players with 400 or more goals in all club competitions (European clubs),13147,1,13832,,10849,Lipata,1087
,13148,2,,13135,364,posdef,7095
Why is the QB passing yards count for the distance the receiver runs after completing the pass?,13149,1,13161,,364,posdef,7095
,13150,2,,13149,9897,Dr.DrfbagIII,1659
Is this run out legal?,13151,1,13152,,10868,tatan,133
,13152,2,,13151,6039,TrueDub,3363
,13154,2,,12828,10871,cuisquare,27
What if the ball hits somebody in the head in cricket?,13156,1,,,10874,Danialsan,31
,13158,2,,13156,6039,TrueDub,3363
,13159,2,,12894,10876,mailfor,11
,13161,2,,13149,6232,Joe,8606
"Is Graeme Souness the one who played and managed in 5 countries, winning European Cup as a player and Scottish Premier DIvision as a manager?",13162,1,,,10879,user10879,41
,13165,2,,4446,10882,MURLI BHARDWAJ,1
Why isn't the boundary restored after a fielder pushes it out?,13167,1,13168,,796,Masked Man,1
,13168,2,,13167,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
,13178,2,,13169,9319,Nij,6688
Why was the Asia Cup format changed from 50-over to Twenty20?,13181,1,13183,,10897,Galia Santo,53
,13183,2,,13181,10898,Joe,236
Is using a visor allowed in pop warner football?,13184,1,,,10899,Jack,51
,13185,2,,12133,10900,robert4fun58,1
,13186,2,,13181,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
,13190,2,,13156,10898,Joe,236
,13191,2,,12718,10898,Joe,236
What's the UFC rules regarding steroid usage?,13192,1,13222,,10907,Facebook,163
What world records have been broken by an athlete with a disability?,13196,1,,,1832,Franck Dernoncourt,463
,13197,2,,5174,9319,Nij,6688
,13199,2,,12972,9319,Nij,6688
,13207,2,,13184,6436,Coach-D,4854
Cricket ball bounced over keeper and landed outside the boundary line!,13208,1,13211,,10760,Arun Xavier,1259
,13209,2,,13208,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
,13211,2,,13208,9129,Ben Whyall,1892
Are there any legitimate (non-worked) professional wrestling leagues?,13214,1,13215,,10924,KutuluMike,1272
,13215,2,,13214,10760,Arun Xavier,1259
Does Vatican participate in any International sports?,13217,1,,,10760,Arun Xavier,1259
,13218,2,,13217,6126,Philip Kendall,18797
,13219,2,,13192,10836,Colin Koenig,168
,13222,2,,13192,1723,Ben Miller - Remember Monica,8101
How was the legend of 7th game in tennis born?,13231,1,,,1831,Ale,9000
Why are the salaries of professional athletes so public?,13232,1,,,9567,dgo,562
,13233,2,,13232,1723,Ben Miller - Remember Monica,8101
,13234,2,,12927,10944,Eames,169
How do you differentiate good sets from bad sets?,13235,1,,,10945,tffby,71
When/how did US professional wrestling transition from being competitive to being worked?,13236,1,,,10924,KutuluMike,1272
,13238,2,,13235,6126,Philip Kendall,18797
How to properly fall FORWARD while ice skating and prevent wrist fractures?,13240,1,,,10949,user10949,71
,13243,2,,13240,103,Rory Alsop,2385
,13245,2,,3904,1831,Ale,9000
,13249,2,,12683,6,wax eagle,8985
,13251,2,,1536,3645,dorien,236
,13252,2,,9206,10960,Troy,1
,13262,2,,27,10974,user10974,1
"Why do all ""combat"" sports always award championship belts (vs. other physical objects)?",13264,1,16185,,10924,KutuluMike,1272
,13267,2,,12926,9129,Ben Whyall,1892
,13268,2,,12926,10760,Arun Xavier,1259
,13269,2,,12770,1831,Ale,9000
,13270,2,,5395,10985,maxi14x,1
How do you determine what skill level a child is?,13271,1,,,10986,Keith,51
,13272,2,,13271,10987,Jack,137
,13273,2,,3129,10987,Jack,137
,13274,2,,10665,10987,Jack,137
Why do batsmen usually ask a fielder to tie their shoelaces?,13275,1,13276,,796,Masked Man,1
,13276,2,,13275,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
How different are the Cycle-ball bikes from the normal bicycles?,13277,1,13278,,10319,Dawny33,625
,13278,2,,13277,1723,Ben Miller - Remember Monica,8101
"Why do lots of professional football players shoot with this awkward, tricky and ""unstable"" technique?",13281,1,13282,,10757,toogley,241
,13282,2,,13281,796,Masked Man,1
,13284,2,,13281,7723,Don_Biglia,1186
,13285,2,,13271,18,jamauss,8239
Setting standards on boundary length,13286,1,,,2205,balaji,131
Is a fielder within the 30 yard circle required to throw the ball without bouncing?,13289,1,,,796,Masked Man,1
,13291,2,,13289,9129,Ben Whyall,1892
,13292,2,,13286,9129,Ben Whyall,1892
training and scoring of free throws in basketball,13293,1,13294,,3294,Peter Verbeet,183
,13294,2,,13293,6436,Coach-D,4854
Illegal Stick Rule In NHL,13295,1,,,10995,Steve,69
How do you master the hang technique?,13296,1,13301,,10997,Joe_Vj _95,101
Legal throwins at lineouts,13297,1,,,10998,Johan Coetzee,51
"Why does the ""individual"" race in a biathlon have that name?",13298,1,,,1831,Ale,9000
,13299,2,,13271,10944,Eames,169
,13300,2,,13127,11000,user11000,29
,13301,2,,13296,6436,Coach-D,4854
,13302,2,,13289,4851,aqwert,742
,13304,2,,13297,9129,Ben Whyall,1892
,13305,2,,1536,1275,Roflo,233
,4041,2,,4020,1831,Ale,9000
Golf: spin direction resulting from striking out of the toe,4042,1,4072,,3282,SteveRawlinson,157
,4043,2,,4035,3261,mike7mike,363
From Skateboarding to Snowboarding?,4044,1,4078,,1478,ThunderToes,661
What's a twizzle?,4046,1,,,666,Jaydles,181
"Gold, silver, and bronze medal sweep in Winter Olympics by a single country?",4049,1,,,3284,Dennis,91
Swimming - Best way to count lengths,4050,1,4088,,2238,J-3,103
Why don't bobsleigh drivers customise their helmets like racing drivers do?,4051,1,,,737,Greg,963
,4060,2,,4049,1723,Ben Miller - Remember Monica,8101
,4063,2,,4055,3291,user3291,1
,4064,2,,4051,1723,Ben Miller - Remember Monica,8101
Identify the Player shown in this picture?,4066,1,,,3292,BobDroid,103
,4067,2,,4049,3257,JeopardyTempest,1859
,4069,2,,4066,1276,AnthonyLeGovic,281
,4071,2,,4049,3294,Peter Verbeet,183
,4072,2,,4042,3282,SteveRawlinson,157
Ski/Snowboard Socks,4073,1,,,2236,Olivia Gajadhar,351
Is it legal for a table tennis ball to deflect off a person?,4074,1,4075,,2128,Iancovici,812
,4075,2,,4074,18,jamauss,8239
Suspension across Spanish competitions?,4076,1,,,3299,PAUL HAST,61
,4077,2,,3758,3300,James,1
,4078,2,,4044,1557,Paul Witry,1490
,4079,2,,3654,3302,Sumer Cip,11
,4080,2,,4008,385,Dor Cohen,7543
,4082,2,,2294,2060,Nam Nguyen,127
How and why has figure skating scoring changed?,4083,1,4093,,1723,Ben Miller - Remember Monica,8101
,4084,2,,4024,1455,Jacob Jan Tuinstra,1948
,4087,2,,1748,3307,Wayne Baldwin,21
,4088,2,,4050,1997,NPE,341
Running in strong wind,4089,1,,,1997,NPE,341
,4091,2,,2556,2252,Jatin,444
,4092,2,,3884,3310,zmk,196
,4093,2,,4083,3310,zmk,196
,4094,2,,3844,3310,zmk,196
,4095,2,,4046,3310,zmk,196
,4097,2,,4008,1237,Martin,5720
,4098,2,,4055,1723,Ben Miller - Remember Monica,8101
,4101,2,,4100,1997,NPE,341
,4102,2,,4076,1947,RoB,1813
,4104,2,,4050,2088,Martyn Rushton,436
,4105,2,,4089,333,Sarge,191
"In NBA, what is/are the benefit(s) of a team that will acquire an expiring contract?",4106,1,4131,,3314,Flash3,23
Can a team use a player for both bowling and batting in super over?,4108,1,4110,,1460,Jahnny,729
,4109,2,,4108,2222,Yaitzme,1917
,4110,2,,4108,540,Himanshu Jansari,6462
How to spin in Bowling?,4111,1,4123,,2128,Iancovici,812
,4113,2,,4106,3318,user15964,21
,4114,2,,4049,3319,Some Dutch Guy,51
,4115,2,,4049,3320,RMB,1
Advantage played on offside,4116,1,4420,,2222,Yaitzme,1917
,4117,2,,4116,3325,rajat,139
,4118,2,,2317,3327,Pedro,21
What are the differences between the alpine skiing events?,4122,1,4126,,1723,Ben Miller - Remember Monica,8101
,4123,2,,4111,3257,JeopardyTempest,1859
,4124,2,,3887,3325,rajat,139
,4125,2,,3788,3325,rajat,139
,4126,2,,4122,1219,Dirty-flow,1041
Red card for clear goal scoring opportunity,4127,1,4129,,1947,RoB,1813
,4128,2,,3903,1947,RoB,1813
,4129,2,,4127,3332,Gal,146
,4130,2,,4116,364,posdef,7095
,4131,2,,4106,152,Jacob G,2960
Russian National Ice-Hockey Team,4134,1,4135,,1455,Jacob Jan Tuinstra,1948
,4135,2,,4134,1626,Nick,2230
False Start penalty clarification,4136,1,,,3338,Dwayne Fox,71
,4137,2,,4136,12,Michael Myers,3257
Can Canada now be called an Olympic hockey dynasty?,4138,1,,,1110,skullpatrol,271
,4139,2,,4138,1557,Paul Witry,1490
Basketball shooting technique: what makes the ball go forward?,4144,1,,,3347,user3347,71
,4145,2,,4073,3349,ml242,31
How do I make my table tennis paddle's rubber less sticky?,4146,1,16170,,3350,DustinDavis,163
,4148,2,,2142,1841,rickeyre,41
,4149,2,,4036,3354,suhas,580
Who was the man of the series for the India vs New Zealand test match series 2014?,4150,1,4156,,1460,Jahnny,729
How much are retained players supposed to be paid in the IPL?,4152,1,4154,,753,Azik Abdullah,8601
,4154,2,,4152,3357,Nufail,176
,4155,2,,4150,3357,Nufail,176
,4156,2,,4150,540,Himanshu Jansari,6462
,4157,2,,2339,3358,B.Deepak,1
Is it allowed to hit the ball twice to save the wicket?,4158,1,,,3359,Bhuvan Kapoor,49
How the strike rate is calculated if the bowler has not taken any wicket?,4160,1,,,3362,vinu,41
"What tie-breaker is used in the ATP ranking, when two players have the same number of points?",4161,1,4162,,1237,Martin,5720
,4162,2,,4161,1723,Ben Miller - Remember Monica,8101
,4164,2,,4160,3363,timseal,450
,4165,2,,4158,3363,timseal,450
,4167,2,,3960,3363,timseal,450
What's the name of the sport that has people on bicycles flipping a football with their wheels?,4168,1,,,3363,timseal,450
,4169,2,,3478,3363,timseal,450
,4171,2,,3876,3363,timseal,450
,4175,2,,2142,3363,timseal,450
,4176,2,,1926,3363,timseal,450
